Products[Manufacturer],Products[Color],Products[SubCategory],Products[Category],Products[Brand Name],Products[Class Name],Products[Product Description],Products[Product Key],Products[Product Name],Products[Unit Cost],Products[Unit Price]
"Contoso, Ltd","Silver","MP4&MP3","Audio","Contoso","Deluxe","2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB","37","Contoso 8GB Clock & Radio MP3 Player X850 Silver","99.14","299.23"
"Contoso, Ltd","Black","MP4&MP3","Audio","Contoso","Deluxe","2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB","38","Contoso 8GB Clock & Radio MP3 Player X850 Black","99.14","299.23"
"Contoso, Ltd","Green","MP4&MP3","Audio","Contoso","Deluxe","2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB","39","Contoso 8GB Clock & Radio MP3 Player X850 Green","99.14","299.23"
"Contoso, Ltd","Blue","MP4&MP3","Audio","Contoso","Deluxe","2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB","40","Contoso 8GB Clock & Radio MP3 Player X850 Blue","99.14","299.23"
"Contoso, Ltd","Black","Projectors & Screens","Computers","Contoso","Deluxe","1080p high definition projector, 1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs","575","Contoso Projector 1080p X980 Black","760.38","2295"
"Contoso, Ltd","Black","Projectors & Screens","Computers","Contoso","Deluxe","1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio","576","Contoso Projector 1080p X981 Black","827.97","2499"
"Contoso, Ltd","White","Projectors & Screens","Computers","Contoso","Deluxe","1080p high definition projector, 1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs","587","Contoso Projector 1080p X980 White","760.38","2295"
"Contoso, Ltd","White","Projectors & Screens","Computers","Contoso","Deluxe","1920 x 1080p pixel resolution, HDTV 1080p native resolution,8000:1 contrast ratio","588","Contoso Projector 1080p X981 White","827.97","2499"
"Contoso, Ltd","Silver","Projectors & Screens","Computers","Contoso","Deluxe","1080p high definition projector, 1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs","599","Contoso Projector 1080p X980 Silver","760.38","2295"
"Contoso, Ltd","Silver","Projectors & Screens","Computers","Contoso","Deluxe","1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio","600","Contoso Projector 1080p X981 Silver","827.97","2499"
"Contoso, Ltd","Black","Digital SLR Cameras","Cameras and camcorders","Contoso","Deluxe","On-screen autofocus with live view displays subjects in focus on the LCD the instant the shutter is pressed halfway","1076","Contoso SLR Camera X142 Black","211.05","637"
"Contoso, Ltd","Silver","Digital SLR Cameras","Cameras and camcorders","Contoso","Deluxe","Compact 3x zoom lens covering the most frequently used focal range","1080","Contoso SLR Camera X143 Silver","214.03","646"
"Contoso, Ltd","Grey","Digital SLR Cameras","Cameras and camcorders","Contoso","Deluxe","Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second","1084","Contoso SLR Camera X143 Grey","214.03","646"
"Contoso, Ltd","Silver Grey","Digital SLR Cameras","Cameras and camcorders","Contoso","Deluxe","Dynamic integrated dust reduction system","1088","Contoso SLR Camera X144 Silver Grey","222.98","673"
"Contoso, Ltd","Gold","Digital SLR Cameras","Cameras and camcorders","Contoso","Deluxe","Digital camera - SLR with live view mode, 5.8 in x 2.9 in x 4.5 in, 1.8 lbs","1092","Contoso SLR Camera X144 Gold","222.98","673"
"Contoso, Ltd","Pink","Digital SLR Cameras","Cameras and camcorders","Contoso","Deluxe","Digital camera - SLR with live view mode","1096","Contoso SLR Camera X145 Pink","209.39","632"
"Contoso, Ltd","Blue","Digital SLR Cameras","Cameras and camcorders","Contoso","Deluxe","Digital camera - SLR with live view mode, movie recording, 5.1 in x 2.4 in x 3.9 in, 16.9 oz","1100","Contoso SLR Camera X145 Blue","209.39","632"
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Deluxe","70-300mm macro lens with f/4-5.6 maximum aperture for digital or 35mm cameras","1290","Contoso Macro Zoom Lens X300 Silver","121.45","366.55"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Deluxe","70-300mm macro lens with f/4-5.6 maximum aperture for digital or 35mm cameras","1291","Contoso Macro Zoom Lens X300 White","121.45","366.55"
"Contoso, Ltd","Black","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Deluxe","70-300mm macro lens with f/4-5.6 maximum aperture for digital or 35mm cameras","1292","Contoso Macro Zoom Lens X300 Black","121.45","366.55"
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Deluxe","Telephoto conversion Lens for compatible cyber shot digital cameras","1293","Contoso Telephoto Conversion Lens X400 Silver","197.14","595"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Deluxe","Telephoto conversion Lens for compatible cyber shot digital cameras","1294","Contoso Telephoto Conversion Lens X400 White","197.14","595"
"Contoso, Ltd","Black","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Deluxe","Telephoto conversion Lens for compatible cyber shot digital cameras","1295","Contoso Telephoto Conversion Lens X400 Black","197.14","595"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Deluxe","5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers","1326","Contoso Centrex Phone System L10 Black","14.24","42.99"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Deluxe","Lighted Keypad, caller ID, 3-way conferencing, expandable up to 6 handsets","1327","Contoso In front of Centrex L15 Black","15.57","46.99"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Deluxe","LCD screen for viewing contacts, compatible with PCs, plug into USB port for use","1328","Contoso behind Centrex X15 Black","16.56","49.99"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Deluxe","Receiver volume control, 32-digit redials, 12 memory-dialing presets, up to 21 digits","1342","Contoso Integrated Business Phone With card L10 Black","13.92","42"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Deluxe","Business Speakerphone built into base, headset jack for hands-free operation with optional headset","1343","Contoso Integrated Business Phone L08 Black","10.27","31"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Deluxe","5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers","1359","Contoso Centrex Phone System L10 White","14.24","42.99"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Deluxe","Lighted Keypad, caller ID, 3-way conferencing, expandable up to 6 handsets","1360","Contoso In front of Centrex L15 White","15.57","46.99"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Deluxe","LCD screen for viewing contacts, compatible with PCs, plug into USB port for use","1361","Contoso Behind Centrex X15 White","16.56","49.99"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Deluxe","Receiver volume control, 32-digit redials, 12 memory-dialing presets, up to 21 digits","1375","Contoso Integrated Business Phone With card L10 White","13.92","42"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Deluxe","Business Speakerphone built into base, headset jack for hands-free operation with optional headset","1376","Contoso Integrated Business Phone L08 White","10.27","31"
"Contoso, Ltd","Grey","Home & Office Phones","Cell phones","Contoso","Deluxe","5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers","1392","Contoso Centrex Phone System L10 Grey","14.24","42.99"
"Contoso, Ltd","Grey","Home & Office Phones","Cell phones","Contoso","Deluxe","Lighted keypad, caller ID,3-way conferencing ,expandable up to 6 handsets","1393","Contoso In front of Centrex L15 Grey","15.57","46.99"
"Contoso, Ltd","Grey","Home & Office Phones","Cell phones","Contoso","Deluxe","LCD screen for viewing contacts, compatible with PCs, plug into USB port for use","1394","Contoso behind Centrex X15 Grey","16.56","49.99"
"Contoso, Ltd","Black","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats","1622","Contoso DVD Recorder L200 Black","72.56","219"
"Contoso, Ltd","Silver","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats","1623","Contoso DVD Recorder L210 Silver","72.56","219"
"Contoso, Ltd","White","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats","1624","Contoso DVD Recorder L220 White","72.56","219"
"Contoso, Ltd","Grey","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats","1625","Contoso DVD Recorder L230 Grey","72.56","219"
"Contoso, Ltd","Gold","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats","1626","Contoso DVD Recorder L240 Gold","72.56","219"
"Contoso, Ltd","Black","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","Store your CDs or DVDs in these beautiful binders, designed to look like books","1630","Contoso DVD 60 DVD Storage Binder L20 Black","7.58","22.89"
"Contoso, Ltd","Silver","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","Store your CDs or DVDs in these beautiful binders, designed to look like books","1635","Contoso DVD 60 DVD Storage Binder L20 Silver","7.58","22.89"
"Contoso, Ltd","Red","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","Store your CDs or DVDs in these beautiful binders, designed to look like books","1640","Contoso DVD 60 DVD Storage Binder L20 Red","7.58","22.89"
"Contoso, Ltd","Black","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","6-hour rechargeable battery, 180-degree swivel and flip screen","1649","Contoso DVD 14-Inch Player Portable L100 Black","86.14","259.99"
"Contoso, Ltd","Black","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","6-hour rechargeable battery, 180-degree swivel and flip screen","1650","Contoso DVD 15-Inch Player Portable L200 Black","96.08","289.99"
"Contoso, Ltd","Silver","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","6-hour rechargeable battery, 180-degree swivel and flip screen","1654","Contoso DVD 14-Inch Player Portable L100 Silver","86.14","259.99"
"Contoso, Ltd","Silver","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","6-hour rechargeable battery, 180-degree swivel and flip screen","1655","Contoso DVD 15-Inch Player Portable L200 Silver","96.08","289.99"
"Contoso, Ltd","White","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","6-hour rechargeable battery, 180-degree swivel and flip screen","1659","Contoso DVD 14-Inch Player Portable L100 White","86.14","259.99"
"Contoso, Ltd","White","Movie DVD","Music, Movies and Audio Books","Contoso","Deluxe","6-hour rechargeable battery, 180-degree swivel and flip screen","1660","Contoso DVD 15-Inch Player Portable L200 White","96.08","289.99"
"Contoso, Ltd","White","Washers & Dryers","Home Appliances","Contoso","Deluxe","9 Wash & 5 Dry programs, full Size steam washer and dryer","1867","Contoso Washer & Dryer 27in L270 White","878.66","2652"
"Contoso, Ltd","Silver","Washers & Dryers","Home Appliances","Contoso","Deluxe","9 Wash & 5 Dry programs, full Size steam washer and dryer","1872","Contoso Washer & Dryer 27in L270 Silver","878.66","2652"
"Contoso, Ltd","Blue","Washers & Dryers","Home Appliances","Contoso","Deluxe","9 Wash & 5 Dry programs, full Size steam washer and dryer","1877","Contoso Washer & Dryer 27in L270 Blue","878.66","2652"
"Contoso, Ltd","Green","Washers & Dryers","Home Appliances","Contoso","Deluxe","9 Wash & 5 Dry programs, full Size steam washer and dryer","1882","Contoso Washer & Dryer 27in L270 Green","878.66","2652"
"Contoso, Ltd","Red","Washers & Dryers","Home Appliances","Contoso","Deluxe","9 Wash & 5 Dry programs, full Size steam washer and dryer","1887","Contoso Washer & Dryer 27in L270 Red","878.66","2652"
"Contoso, Ltd","Pink","Washers & Dryers","Home Appliances","Contoso","Deluxe","9 Wash & 5 Dry programs, full Size steam washer and dryer","1892","Contoso Washer & Dryer 27in L270 Pink","878.66","2652"
"Contoso, Ltd","White","Microwaves","Home Appliances","Contoso","Deluxe","1100-watt 1-1/2-cubic-foot convection microwave oven","2055","Contoso Microwave 1.5CuFt X0110 White","220.64","665.94"
"Contoso, Ltd","Silver","Microwaves","Home Appliances","Contoso","Deluxe","1100-watt 1-1/2-cubic-foot convection microwave oven","2061","Contoso Microwave 1.5CuFt X0110 Silver","220.64","665.94"
"Contoso, Ltd","Grey","Microwaves","Home Appliances","Contoso","Deluxe","1100-watt 1-1/2-cubic-foot convection microwave oven","2067","Contoso Microwave 1.5CuFt X0110 Grey","220.64","665.94"
"Contoso, Ltd","Red","Microwaves","Home Appliances","Contoso","Deluxe","1100-watt 1-1/2-cubic-foot convection microwave oven","2073","Contoso Microwave 1.5CuFt X0110 Red","220.64","665.94"
"Contoso, Ltd","Black","Microwaves","Home Appliances","Contoso","Deluxe","1100-watt 1-1/2-cubic-foot convection microwave oven","2079","Contoso Microwave 1.5CuFt X0110 Black","220.64","665.94"
